identifier,05_CP_PA_-Fe/+Fe__MEAN,05_CP_PA_-Fe/+Fe__STD,01_WC_PH_-Fe/+Fe__MEAN,01_WC_PH_-Fe/+Fe__STD,06_PA/PH__MEAN,06_PA/PH__STD,02_WC_PA_-Fe/+Fe__MEAN,02_WC_PA_-Fe/+Fe__STD,03_WC_PA/PH__MEAN,03_WC_PA/PH__STD,04_CP_PH_-Fe/+Fe__MEAN,04_CP_PH_-Fe/+Fe__STD
"NCBI|BK000554.2|DAA00925.1|28269747|TPA_inf: TPA_exp: ribosomal protein S7 [Chlamydomonas reinhardtii].",-0.717293436671,0.264266619112,-1.43070978732,0.115149228389,-0.222492226463,0.123237020207,-0.309620876758,0.410627108208,-0.376877131438,0.0953589145976,-0.399080749168,0.328381008556
"Cre09.g392350.t1.1|PACid:19862908",0.493027312985,0.372848082846,-0.480865787295,0.222528122027,-1.25730835056,0.0276398964152,0.140033534847,0.357873141471,-0.235271485589,0.472761970046,-0.61554278013,0.163061456653
"Cre12.g512600.t1.1|PACid:19874683",-0.68461860175,0.794179216429,-0.440922598819,0.143318612332,-0.907804984659,0.263449243569,-0.549482261848,0.36375259727,-0.570458389288,0.2234935377,0.930156352599,0.469911576523
"Cre02.g077100.t1.1|PACid:19869361",0.613904031309,0.163344363165,1.16824231608,0.246471287729,-0.265339826816,0.199379640271,0.140212836371,0.808843585291,-0.227516597893,0.46164606083,1.64020628239,0.376477908754
"Cre09.g417200.t1.1|PACid:19862319",-0.259662148639,0.310244851066,-0.542765132878,0.777413561175,-1.3998100427,0.310308669825,-0.283565979444,0.105516713114,-0.639669858996,0.263508178748,0.290858263331,0.460625430676
"Cre01.g045550.t1.1|PACid:19864977",0.659556947787,0.234790463634,-0.227201616678,0.595077471825,-0.322190259032,0.355223464434,0.0568131469804,0.0629379107872,0.0793740784619,0.582157839631,0.425333780047,0.419276309386
"Cre10.g420350.t1.1|PACid:19872666",-0.979723130609,0.49687702381,-1.34212792581,0.238015571346,-0.349153816608,0.227549286373,-1.86063644826,0.333190739102,-0.364210395318,0.430336031701,-1.36862413892,0.205757815092
"Cre29.g778850.t1.1|PACid:19866449",-0.72766539371,0.0833787341639,-0.761814839539,0.252520418284,-1.10451445172,0.2553494724,0.615096854839,0.3293960458,-0.735013494194,0.335605591712,-0.606781609138,0.681257968932
"Cre12.g535950.t1.1|PACid:19875176",-0.112554806699,0.199648768439,-0.437715460197,0.212593303622,-0.332898896963,0.192297428908,-0.895780075398,0.0960452633524,0.211092396135,0.175948258956,-0.0917342789045,0.123957645417
"Cre06.g300700.t1.1|PACid:19864124",-0.410665959877,0.593251404589,-1.21136823719,0.489643309738,-0.839465508843,0.751282980167,-0.707756159549,0.308565353199,-0.349264634621,0.107441944894,-0.802357061812,0.456530600523
"Cre06.g273000.t1.1|PACid:19863815",-0.249246616111,0.001,0.226749439708,0.137897018022,0.0123398476241,0.149092279828,-0.433068793005,0.06504467196,-0.127785305732,0.0846997617109,0.824929859958,0.001
"Cre02.g141400.t1.1|PACid:19868593",-1.58550199789,0.20754301913,-0.834407533599,0.352863851212,-1.80964242505,0.178518750984,-0.159384433525,0.378044986149,-3.43972331959,0.243755099066,0.134667046897,0.137336767185
"Cre06.g263250.t1.2|PACid:19863366",1.32030249258,1.04158995194,-3.09931082258,0.0999806073789,-0.63941280989,0.369233991929,0.380952127459,0.0384655742611,-0.137891928196,0.727201422706,-0.261222978525,1.86328059342
"Cre07.g331900.t1.1|PACid:19859216",-0.212075844406,0.13312225619,-1.40528820213,0.808920705085,-1.33081994009,0.30573965872,-0.169529197683,0.0985025001098,-0.411974363262,0.282573558544,0.504682755176,0.826832270596
"Cre01.g048950.t1.1|PACid:19866100",-0.356004667404,0.0913905044446,-0.192203422583,0.00434550287365,-2.13888375833,0.0742405891088,-0.6186420437,0.216557024992,-0.239263143237,0.168109410145,0.465222893943,0.240051355444
"Cre17.g725350.t1.2|PACid:19867499",0.220297101795,0.239284287851,0.838144973778,0.0111598695861,-0.84816091712,0.12091505851,-0.426803826397,0.177308895101,-0.46961470722,0.0942735756044,1.13031765301,0.0414382327379
"Cre12.g519300.t1.1|PACid:19875219",0.592504948143,0.111991672406,0.0922529556031,0.0699622372052,-0.400381235151,0.178142134485,0.201810979313,0.0749211016116,-0.173631545044,0.24852544685,0.356038517537,0.0631834866591
"Cre10.g454771.t1.1|PACid:19872329",0.619288400057,0.252085611674,0.090271151148,0.001,-0.619771732138,0.372114205537,-1.18513248002,0.001,-0.329517903363,0.001,-0.387084566778,0.221789123736
"Cre02.g088200.t1.1|PACid:19868407",0.46990266348,0.253150984865,0.992011923948,0.210448475,-1.2582545011,0.103777652941,0.207373872223,0.243516489995,-0.805041380982,0.138362643609,1.13676582602,0.201741570518
"Cre12.g520450.t1.2|PACid:19874182",0.544666882297,0.49097730796,-1.62486475086,0.566393065787,-0.202861900467,0.101881263659,-1.12796499413,0.001,-0.0691924142244,0.001,0.0969630785988,1.47179988346
"Cre03.g193750.t1.2|PACid:19871372",-0.764568448804,0.290072281611,-0.133413945305,0.399118011653,0.238382627976,0.196355316114,-1.16866294012,0.274208020727,0.603811364958,0.155631128144,0.152481308508,0.232950109621
"Cre07.g356350.t1.1|PACid:19859515",-0.304570613193,0.0858232826641,-0.211829706919,0.001,-1.41533665892,0.162763962917,0.958249785109,0.001,-1.11143153582,0.204810468719,-0.485432248773,0.373032308167
"Cre10.g440050.t1.1|PACid:19872598",-0.195846145281,0.308039118047,0.0665416391038,0.0894750754409,-0.191528766918,0.506059009362,-0.0810834138357,0.0482999365572,-1.24302017811,0.404569738252,0.177851514941,0.111463098935
"Cre16.g672750.t1.1|PACid:19861636",-0.115281037954,0.555649096838,0.0579854799632,0.116401788728,-1.0710329947,0.344342497057,-0.369764957175,0.194258401707,-0.131647300616,0.176758212702,0.868668862228,0.0845675655809
"Cre08.g380200.t1.1|PACid:19858393",0.0429368701133,0.51124355621,0.112528139569,0.149501477583,-0.14086022283,0.227973493718,-0.606630566629,0.153358339289,-0.135620422087,0.124304303017,0.154660755739,0.001
"Cre05.g244500.t1.1|PACid:19867777",-0.792582106873,0.508090797665,-1.72685428558,0.28853664334,-0.0385215716112,0.053427155651,-1.75875757949,0.00537819276826,0.128633433838,0.102829202169,-1.29496207813,0.0495556618804
"Cre17.g707900.t1.1|PACid:19867382",-0.959360167152,0.725586387373,-0.983110727248,0.079196206989,-1.26364663128,0.199738482611,0.852360215777,0.001,-0.701053747421,0.303909878516,0.0560043563203,1.00153499436
"Cre17.g720050.t1.1|PACid:19866928",0.0104117577846,0.605810098538,-0.342310173962,0.316688956282,-0.234031248095,0.159782169904,-0.0496630167099,0.257204781101,1.12098279892,0.594667694936,-0.191660608815,0.630027646138
"Cre01.g016300.t1.1|PACid:19865146",0.728773338392,0.216581903412,-0.173931023615,0.245757510202,-0.683816086006,0.0846567707266,0.653788696069,0.115738869285,-0.38270872191,0.156789560066,0.175545688298,0.317315038561
"Cre02.g080650.t1.1|PACid:19869593__Cre09.g386750.t1.1|PACid:19862293__Cre12.g514850.t1.1|PACid:19875426",0.551261201541,0.0994736788608,0.129761100613,0.982224392382,-0.926038846093,0.416804771685,0.830497207748,0.001,-1.4832553706,0.001,-0.103121566603,0.861846809389
"Cre02.g132800.t1.1|PACid:19868722",-0.699659628814,0.439987898667,-0.538773729485,0.696015730921,-0.291029651362,0.152538461438,-0.999478173972,0.521666582592,-0.0240980389669,0.12662839039,-0.566220321466,0.180686139522
"Cre07.g338450.t1.2|PACid:19859010",-0.80373831097,0.132452660873,-0.0965702241,0.281645812565,-0.190742230487,1.43115216584,0.167152063507,0.001,-0.464285078769,0.579712873474,-0.134321627303,0.929804215706
"Cre15.g638500.t1.1|PACid:19864690",0.0759274894276,0.173399372422,-0.349971636604,0.792783098744,-0.710892191811,0.170016729626,-0.763924161849,0.0790728224555,-0.342938266829,0.204331066703,0.580585596422,0.269837114388
"Cre14.g619150.t1.2|PACid:19860305",-0.221503934276,0.161993242546,-0.642429683542,0.459509061983,-1.25033478646,0.445710429029,-0.561221947497,0.234201865615,-1.01939981594,0.221891853473,-0.292387928874,0.0927675769481
"Cre09.g388200.t1.2|PACid:19862776",-0.0831386749961,0.0920921912915,-1.09379102497,0.163573709918,-0.96681035707,0.0159485408875,-0.0855763364549,0.270054956808,-0.416443427856,0.318125716235,0.77574926014,0.498150958475
"Cre10.g444700.t1.1|PACid:19873139",-0.210790558708,0.612946646969,0.0540962321989,0.361058393527,-0.0211305978556,0.128416078995,-0.0735667753669,0.222213149604,-0.180805927592,0.102520890146,0.453321468847,0.971696136425
"Cre06.g294450.t1.2|PACid:19863743",0.596740614971,0.118335205435,-0.0928447646277,0.001,-0.10431614325,0.271416758429,0.260686710044,0.0332893710407,0.282597496159,0.0909367357546,0.478829537942,0.0917713693454
"Cre06.g267200.t1.1|PACid:19863313",-0.162760092576,0.0201671018633,-0.131714496677,0.588246181551,-0.402208900304,0.0971377796411,-0.461675647728,0.001,0.282826938685,0.563112270661,0.822767358903,0.0586347390457
"Cre01.g013700.t1.1|PACid:19865804",-0.316371732472,0.14996078127,-0.845323859957,0.369163085234,-1.37039767374,0.159257025613,-0.691415175881,0.313588773939,-0.707859014206,0.222213888622,-0.0475317812328,0.0965090325844
"Cre03.g206600.t1.1|PACid:19872077",-1.10608581937,0.271099191229,-1.27307825782,0.259835260161,-0.913401310891,0.429336774188,-0.349576912661,0.317725630306,-0.984101069952,0.349724349044,-0.48848754152,0.677110003948
"Cre07.g350500.t1.1|PACid:19859132",-0.857070283295,0.183824611614,-1.70199444305,1.10639503716,-0.636968706633,0.172139510283,1.41738299469,0.001,-0.218182169591,1.14974688974,-0.0159755308008,0.0911947109254
"Cre18.g750950.t1.1|PACid:19870871",0.946423682202,0.338440910922,0.422968807896,0.307191267261,-0.250335496512,0.174146494323,0.138671035501,0.511455289718,-0.483835021336,0.119551953912,0.410448518317,0.5343802197
"Cre10.g439850.t1.1|PACid:19872870",0.446199715477,0.238579573607,0.268207112917,0.58198066702,-1.14671301291,0.30869772743,0.424403994182,0.146215432596,-1.12217288225,0.00278563250123,0.664907046452,0.0978503118724
"Cre16.g691000.t1.1|PACid:19860943",-0.317788885827,0.001,-1.63159703388,0.001,-0.356329750941,0.308354551603,-0.258240036424,0.279428577642,-0.380533723394,0.124400528921,-0.024236342627,1.02299212769
"Cre02.g130200.t1.1|PACid:19869006",-0.853374945483,0.229040467447,-0.708101709098,1.01495334772,-0.0844538159248,0.110419689344,-0.627361304397,0.126053092162,-0.436149689939,0.245131217273,-1.26933267901,0.0484234534189
"Cre07.g328200.t1.1|PACid:19859603",-0.522844734705,0.307766802416,-0.270742550265,0.0810913928715,-0.263164026116,0.116573819454,-1.03657192459,0.001,-0.441570364342,0.109318095136,-0.938246196097,0.094381761975
"Cre09.g416800.t1.1|PACid:19862597",-0.206582902661,0.176098265716,-0.551179259553,0.149714212305,-0.591334238179,0.0467781297895,-0.698682251715,0.001,-0.343149025771,0.167637003734,0.326934878436,0.196076862422
"Cre03.g204350.t1.1|PACid:19871859",-0.230861139146,0.001,0.0371411469598,0.0125815287146,-0.404482519516,0.001,0.347532580311,0.001,-0.301235913432,0.130808156324,0.279681791091,0.0577825366053
"Cre09.g405850.t1.1|PACid:19862844",0.148392913162,0.616283075385,-0.310921927977,0.242844835143,-0.367761102299,0.106317584211,-0.902284225505,0.160635729688,-0.0149686515109,0.151952349847,0.229232513415,0.0349300521494
"Cre03.g194850.t1.1|PACid:19871528__Cre10.g423250.t1.1|PACid:19873246",0.00982175249594,0.001,-0.248531347795,0.0409038565968,-1.15835960363,0.328504210649,-0.328851644901,0.001,-1.33287498359,0.377397506959,0.560596790805,0.454264601176
"Cre12.g561550.t1.1|PACid:19874631",0.30631120679,0.173397428122,1.00285571647,0.001,-1.49333713735,0.188747305844,0.483213586841,0.001,-0.225370896073,0.001,0.968514157055,0.000733309512769
"Cre06.g251150.t1.1|PACid:19863804",-0.338307110825,0.32596853152,-0.499327633989,0.385955458041,-0.309656041654,0.0359430847603,-0.676905129396,0.753192433087,0.851736705984,0.0484266768342,-0.422400003762,0.28264882312
"Cre06.g299000.t1.1|PACid:19863762",-0.275557824367,0.168598305036,-1.41616123286,0.310518286988,-0.187555416654,0.141729147471,-0.465741307442,0.137667616652,-0.0209163907937,0.216176522068,-0.634584697293,0.804012987579
"Cre02.g088850.t1.1|PACid:19868321",-0.263036534064,0.22722107464,0.634751106404,0.001,0.0462823728032,0.104279577248,-0.727885787005,0.0844435757826,0.152390049285,0.152238874218,0.868258191033,0.434451001949
"Cre05.g240800.t1.1|PACid:19868029",0.0279827380382,0.12914847027,0.374417874489,0.001,-0.369018677704,0.0631798675108,-0.385529096812,0.0871398632004,0.291389250018,0.0913326524208,0.79730425646,0.0281500354918
"Cre08.g378750.t1.1|PACid:19858600",-0.410137499995,0.126748398138,-0.340484844719,0.114233444884,-0.386868655901,0.250881197506,-0.199289197203,0.001,-0.350188098468,0.653800104629,0.0544938126896,0.0947974666792
"Cre12.g486300.t1.1|PACid:19874176",-0.609988547073,0.520388607847,-1.38095189115,0.222544058716,-0.0317951853851,0.161807469659,-1.90079038912,0.484604324442,0.341915038941,0.283807266985,-1.07378257913,0.138003960662
"Cre06.g269950.t1.1|PACid:19863301",0.195092727529,0.234951985066,0.823794006904,0.669788342929,-0.238136040463,0.001,0.622409105449,0.181759041883,-0.162452091983,0.214268627375,1.10466246344,0.55316807234
"Cre03.g182551.t1.1|PACid:19870982",-0.342608418715,0.242765767632,0.174956209278,0.187719520188,0.187286503525,0.175945638382,-0.562629320977,0.273097300989,0.235678800635,0.100251872295,-0.195260542936,0.312879164993
"Cre16.g676550.t1.1|PACid:19861886",-0.0990709082216,0.089618515623,-0.397294135799,0.001,0.729428079675,0.0452353897741,0.728786090813,0.001,1.42338495683,0.001,-0.15029596722,0.342464846456
"Cre12.g483700.t1.1|PACid:19874576",-0.556518273533,0.212793454541,-0.859192506866,0.141358819183,-0.529119973394,0.331589099332,-1.46346177995,0.990295375886,-0.6670345355,0.294407967505,-0.548690369771,0.370422971318
"Cre01.g039300.t1.1|PACid:19865865",-0.612526124361,0.381258603385,-1.95050152762,0.484267222694,-0.86501040285,1.37711108667,-0.717942310101,0.0758155405325,-0.716672664017,0.0870913390096,-0.307671301027,0.559214632643
"Cre09.g412100.t1.1|PACid:19862813",-0.956666971871,0.453163498004,-1.32584782444,0.311826705766,-0.0692501605454,0.0622551241036,-1.8165323239,1.18281866987,0.180685178995,0.138287008371,-1.34437720646,0.124109172516
"NCBI|BK000554.2|DAA00920.1|28269742|TPA_inf: TPA_exp: ribosomal protein S8 [Chlamydomonas reinhardtii].",-0.573009764662,0.0943344583733,-1.45226867934,0.49734639906,-0.235271090307,0.226351335907,-0.074102245391,0.164233505952,0.201467027867,0.432011120795,-0.306650168909,0.22550927645
"Cre12.g510650.t1.1|PACid:19875363",-0.0374044077351,0.341231889322,-0.592575708299,0.147550885968,0.027890109376,0.348101097927,-0.51952924583,0.302481070002,-0.313989815915,0.075391841396,0.303446519513,0.0853818464293
"Cre06.g284900.t1.1|PACid:19863344",0.250003393889,0.254971289144,0.994015188861,0.0966920808002,-0.598077891812,0.419779986594,0.0229668181944,0.389334900166,-0.527738636804,0.360048154614,1.39776921753,0.117118478441
"NCBI|BK000554.2|DAA00955.1|28269777|TPA_inf: TPA_exp: CF0 ATP synthase subunit I [Chlamydomonas reinhardtii].",-0.759710648993,0.331069858989,-0.899941355498,0.25700625309,-0.522240356542,0.108717089755,-1.19778548043,0.137265052848,-0.367740721441,0.286710810211,-0.58586987809,0.324956370516
"Cre20.g758200.t1.1|PACid:19864472",0.291785825787,0.631696786043,0.91128113658,0.456342172935,-1.80810022283,0.377473985621,1.20596061378,0.0912902024208,-1.96736060851,0.314570339742,1.16719504257,0.595996095827
"Cre12.g534600.t1.1|PACid:19875050",0.661553848177,0.0114767402485,-0.108128392535,0.277067046584,-0.652697102139,0.133087089329,-0.367728522185,0.189534119881,-0.535582495342,0.654670572029,0.623185894234,0.0928780640559
"Cre17.g698000.t1.1|PACid:19867293__NCBI|BK000554.2|DAA00958.1|28269780|TPA_inf: TPA_exp: CF1 ATP synthase beta subunit [Chlamydomonas reinhardtii].",-0.90393711083,0.281231907386,-0.592877789238,0.18379289543,-0.971513817984,0.155745068469,-0.760861593118,0.613482064868,-0.691640928458,0.195337073283,-0.196257368476,0.276355028495
"Cre05.g242400.t1.1|PACid:19868108",-0.00167408735382,0.0583569464924,1.00435876385,0.001,0.331931548137,0.001,0.80229183247,0.001,0.499209037255,0.0677112542783,0.84708279554,0.001
"Cre06.g306300.t1.1|PACid:19863563",-1.36195503191,0.407519099048,-1.08199558097,0.339567113301,-1.05114915094,0.11000928451,0.182243600038,0.390976061385,-1.0603626349,1.16206508864,-1.0002054812,0.45806774162
"Cre17.g734300.t1.2|PACid:19867537",0.113859823148,0.63108595588,-2.68746755023,0.001,-0.391133059602,0.523891995745,-0.151051445969,0.001,-0.65419911967,0.001,-0.245862344422,0.531118794478
"Cre12.g542250.t1.1|PACid:19874340__Cre12.g549550.t1.1|PACid:19874227",-0.389385273698,0.251632707438,-0.0762914057213,0.425172373414,-0.623859741332,0.49686913919,-0.739917499085,0.210210315118,-0.0133614606755,0.201674014346,1.33739296432,0.365481183889
"Cre03.g154600.t1.1|PACid:19871247",0.478247969252,0.0250377384108,0.0551601127855,0.177276612982,-0.223079233437,0.179340785013,-2.76946353718,0.001,-0.044957309479,0.001,0.783873006526,0.0744232581991
"NCBI|BK000554.2|DAA00951.1|28269773|TPA_inf: TPA_exp: CF1 ATP synthase alpha subunit [Chlamydomonas reinhardtii].",-0.884399990738,0.304500539213,-0.542229916577,0.11245745725,-0.515606337295,0.162872166768,-1.34088426298,0.385503438267,-0.450403644649,0.32735302332,-0.10869850185,0.256731137475
"Cre17.g734450.t1.1|PACid:19867629",-0.732745291424,0.117588777437,-0.528939658507,0.001,-0.254354674347,0.166696041333,0.0738168613367,0.388871041552,1.16257892984,0.292465000234,-0.6114443306,0.420335077364
"Cre13.g566000.t1.1|PACid:19870314",-0.644581529823,0.407134071794,-0.202455827604,0.293398734202,0.529902665881,0.001,-1.47768337303,0.488385306334,0.146977879902,0.210446946208,0.134148654185,0.814318145166
"Cre12.g544150.t1.1|PACid:19874408",-0.293912803629,0.384708316612,0.0109562858694,0.347093917778,0.313135699687,0.115815527741,-0.355236629252,0.299920398043,0.0261160682721,0.301318445154,-0.525857426762,0.245672614782
"Cre12.g484000.t1.1|PACid:19875131",-0.579313081254,0.169350039684,-1.49579932126,0.180842989984,-0.0440793289421,0.124475773306,-0.898774888963,0.0479694811722,0.292007136,0.16979081572,-0.283246357204,0.160237084658
"Cre12.g529950.t1.1|PACid:19875383",-0.170578570842,0.223182880875,-0.0553034938456,0.0831684965381,-0.677554213661,0.455063942371,-1.90728084976,0.001,-1.14981494941,0.594239522767,-0.333494934191,0.001
"Cre02.g129800.t1.1|PACid:19869456",0.853154591155,0.0600608833507,1.03757679732,0.001,-0.477467049229,0.181902378967,-1.49099729064,0.001,-0.493904661083,0.338853666067,0.570665578418,1.08610051032
"Cre01.g060900.t1.1|PACid:19865291",-0.45172879532,0.555157589705,-1.62696871289,0.245097121604,-0.0848499050692,0.0635447061326,-0.519656938006,0.257164304296,0.263924956033,0.158264964866,-0.776433822077,0.664751479719
"Cre03.g156900.t1.1|PACid:19872177__Cre06.g283950.t1.1|PACid:19863027__Cre06.g284250.t1.1|PACid:19863754__Cre06.g285250.t1.1|PACid:19864033__Cre12.g548400.t1.1|PACid:19874556__Cre12.g548950.t1.1|PACid:19874871__Cre23.g766250.t1.1|PACid:19858900__Cre32.g781300.t1.1|PACid:19862251",0.30281086697,0.254114774724,0.179020231787,0.283399541578,-0.0316660113146,0.141315230371,0.112398530814,0.056819863007,0.149147859776,0.0653469669664,0.147766086876,0.0803855101358
"Cre11.g477850.t1.2|PACid:19860012",0.148672448487,0.313130515321,-0.45788560651,0.248470004659,-0.494198328004,0.0578717573252,0.0466485097665,0.00112498049622,-0.984111221251,0.425022330852,1.52757844638,0.152448529862
"Cre10.g461050.t1.1|PACid:19873189",-0.438551259879,0.531712661815,0.279467176022,0.708645985906,0.234052914995,0.0623204007706,0.309289955414,0.0513863157836,-0.273663278293,0.157375458778,0.884119767754,0.264279258387
"Cre16.g663200.t1.2|PACid:19861551",-0.68342637275,0.463837831193,-0.860959619297,0.427283328676,-0.0581524811977,0.001,-1.77265476227,0.001,0.0470519500905,0.132600694864,0.898832524928,0.387368874367
"Cre06.g294950.t1.2|PACid:19863099",-0.855159530283,0.28718919936,-0.816706065036,0.202374878053,0.183955964921,0.538415585864,-1.130912149,0.255741397786,-0.311513806827,0.101082427355,-0.228302935559,0.313299643419
"Cre02.g114600.t1.1|PACid:19869301",-0.113477738665,0.153923679697,0.523604420941,0.500283519272,0.142015108947,0.0825685725485,-0.0727922643662,0.44308684359,0.209228022842,0.346543008989,1.45320867447,0.703356488182
"Cre18.g749900.t1.1|PACid:19870777",-0.838758278302,0.483856242608,-0.916316621655,0.27733698778,-0.613010697884,0.263837862394,-1.30914398167,0.260765630713,-0.540879434242,0.228713439907,-0.0269793301519,0.624978443634
"Cre03.g202950.t1.2|PACid:19871097",-0.730600429492,0.179862006123,-0.446662321231,0.201445500951,0.881387760069,0.10462944581,-0.655337539854,0.563709224367,1.09683806129,0.424222102843,-0.0594281293407,0.355611344302
"Cre03.g172300.t1.1|PACid:19872184",0.426891557698,0.86693155911,0.936782811811,0.697248787776,-1.26720781293,0.253059933265,1.11877644513,0.166202477783,-1.29400752067,0.4331586685,1.8054052047,0.43922376524
"Cre07.g325500.t1.1|PACid:19859637",-0.765666978234,0.0737242313309,-0.021527528123,0.340484842276,-1.2564883661,1.09597683583,-0.168891509402,0.754662624071,-0.940158725576,0.14791976195,-1.73384339059,0.48985789674
"Cre16.g655150.t1.1|PACid:19861756",-0.419837119473,0.311745212026,0.547469041501,0.131017078205,0.197756616031,0.0497898358103,-0.615390788525,0.0839971923714,-0.105401618395,0.172899278185,-0.214429220427,0.108815433425
"Cre12.g554800.t1.1|PACid:19875354",-0.479923800096,0.342465408089,-0.417493444831,0.242612819506,-0.00847310405655,0.408216297982,-0.711057354744,0.129711298075,-0.155349910134,0.350081568153,0.125809775282,0.356000100511
"Cre03.g169400.t1.1|PACid:19871157",0.253366770805,0.198281817162,0.240514345741,0.210437337674,-0.578109252671,0.001,-0.574657589552,0.285374922763,-0.557737598612,0.365161854711,0.676956767261,0.0846325128833
"Cre11.g476750.t1.1|PACid:19860184",-0.418333003471,0.219923059661,-0.610534468522,0.185757377692,0.288579632651,0.30785541572,-1.0212056818,0.155310710144,0.184285229755,0.178347933211,-0.468885047344,0.414568742547
"Cre06.g300550.t1.1|PACid:19864243",-0.674120755002,0.0401516532112,-0.803164862445,0.185727470985,-0.350979824376,0.0848022718814,-1.05343871679,0.001,-0.198364337238,0.208930908533,-0.0406808647464,0.254190207067
"Cre12.g497300.t1.1|PACid:19874758",-0.0497396004505,0.596586480462,0.174071435451,0.174997174284,-0.341611934036,0.205168196231,0.904686950611,0.754375019482,0.0419881086364,1.24941068245,-0.279101640775,0.360677199723
"Cre02.g121550.t1.1|PACid:19869263",-0.0657711939335,0.001,0.3231652708,0.309249048302,0.537284988278,0.698592053926,0.206480018572,0.384749234325,-0.724532156305,0.0763149095894,0.451114751992,0.001
"Cre12.g486250.t1.1|PACid:19874607__Cre25.g770750.t1.1|PACid:19868156__Cre25.g770850.t1.1|PACid:19868152",0.296492695609,0.50955590643,0.0509620988708,0.183010036622,-0.536553560005,0.258450467665,-0.242897911567,0.464918567035,-0.327713257879,0.585442872444,1.01634327013,0.961490470617
"Cre06.g296400.t1.1|PACid:19863409",-0.376363653022,0.001,-1.49047646507,0.001,-0.00374828317463,0.353166924221,-0.639689656877,0.383193782624,0.411053207883,0.500726297823,1.36358665449,0.001
"Cre12.g514050.t1.1|PACid:19874083",-0.622247989161,0.2510581763,-0.619234231186,0.189284559178,-0.298701140688,0.624582542105,-0.378724686003,0.253591836875,-0.341216129724,0.157800601143,-0.244824499294,0.256203717933
"Cre16.g677450.t1.1|PACid:19861764",0.49877827718,0.001,-0.240596559706,0.40453684955,-0.452185175948,0.191231156418,-1.00331979752,0.404970131996,-0.464232631088,0.0983906042111,0.214550727336,0.46489407033
"Cre08.g368450.t1.1|PACid:19858408",0.649989064803,0.0576001622492,0.270891660984,0.0892714426225,-0.941458102048,0.0372454757564,0.636438025617,0.0811759696253,-0.257498933407,0.549824748111,1.15963297459,0.0501327046515
"Cre12.g512300.t1.1|PACid:19875112",-0.290575013615,0.520221457735,-0.513217606609,0.103432760968,-0.0235380863892,0.207471618249,-0.641313455035,0.194154374549,0.325074179831,0.174797695118,1.23373940353,0.744269730542
"Cre16.g684750.t1.1|PACid:19861596",-1.09440103928,0.483819149777,-1.5600209226,1.60612917453,-0.0544921856134,0.257606891811,0.307761997979,0.001,1.09721676141,0.162613355793,0.558361830137,0.946814048552
"Cre13.g573351.t1.1|PACid:19870573",0.263031399389,0.918941551998,-0.87558593226,0.356463607685,-1.12717971031,0.001,-0.0580035962017,0.218595750415,-0.608728336565,0.341953783634,0.639489026924,0.844002709817
"Cre15.g646100.t1.2|PACid:19864630",0.0474365216584,0.252137427773,0.091363275539,0.139452950394,-0.857471903331,0.235424788827,-0.0876133414942,0.193496452047,-0.70880720722,0.0982161475759,0.531331018046,1.13605148722
"Cre09.g410250.t1.1|PACid:19862295",-1.7507963851,0.523245591611,-1.1474532908,0.153394071954,-0.393903952763,0.35879233399,-2.14762254479,0.001,0.0338511527537,0.957810463209,-0.605400401515,0.001
"Cre18.g744400.t1.1|PACid:19870814",-1.17553937,0.556396608355,-3.29615207848,0.508199521966,-0.303768288144,0.130446940992,-1.72031887705,1.76126757184,-0.232632769711,0.26207244317,-2.29862582632,0.354761462996
"Cre10.g454250.t1.1|PACid:19872366",-0.464859591603,0.0319900274666,-0.733810827422,0.001,0.221530245824,1.03336959606,-0.660262567522,0.0749438821789,-0.204034419284,0.558530227429,-0.201860879712,0.0682429295069
"Cre20.g758550.t1.2|PACid:19864426",-0.711085934541,0.001,1.85128364703,0.201503110803,-0.435754998491,0.237412050353,-0.760494280408,0.001,-0.93186044515,0.553910717651,1.25726159004,0.0699502456348
"Cre02.g091100.t1.1|PACid:19869475",-0.112254687859,0.001,-0.89658795175,0.205828901426,-0.817944203488,0.0607429768185,-0.0705883418215,0.379696363383,-0.684895175108,0.245092823707,0.623136776418,0.284594598712
"Cre09.g386650.t1.1|PACid:19862711",0.347167082868,0.468085583749,0.275734300121,0.0831191322645,-0.72165600904,0.15160067178,0.367146984177,0.528699798327,-0.237667998179,0.398708300921,0.154746897848,0.141551419022
"Cre29.g778950.t1.1|PACid:19866447__Cre31.g780700.t1.2|PACid:19866585",-0.798039772488,0.420824217405,0.3765423835,0.155505548206,-0.871180236026,0.0352164863696,-0.261154169411,0.64977189328,-0.543027070885,0.724604225159,0.245847238779,0.101134561548
"Cre09.g396650.t1.1|PACid:19862363",-0.12185940179,0.271750016333,-0.0327417859674,0.001,-0.395838061627,0.452496656954,-0.0514554425174,0.786176544637,-0.293644333882,0.822851509834,0.911081697082,0.124228828989
"Cre23.g766250.t1.1|PACid:19858900",-0.00272853914652,0.408787369895,0.126378292386,0.0852712105403,-0.0825138331525,0.166187474537,-0.0581433398686,0.171623702485,0.166194601258,0.0943347957389,0.264401731081,0.238645700336
"Cre01.g029300.t1.1|PACid:19864878",-0.35177006489,0.0333758379884,0.151084474881,0.127880992514,-0.00349640706954,0.0790225355201,-1.02181698023,0.313161813444,-0.179897453093,0.315545249866,0.731206866601,0.239307857875
